institution name	HD2018.City location of institution	HD2018.State abbreviation	HD2018.Level of institution	HD2018.Control of institution	HD2018.Highest level of offering	HD2018.Highest degree offered	HD2018.Institution has hospital	HD2018.Historically Black College or University	HD2018.Tribal college	IC2018.Open admission policy	HD2018.Degree of urbanization (Urban-centric locale)	Setting	HD2018.Longitude location of institution	HD2018.Latitude location of institution	HD2018.Data Feedback Report comparison group created by NCES	HD2018.Carnegie Classification 2018: Size and Setting	Size	IC2018.Calendar system	isIvy	State;HBC;Tribal;Ivy	Tuition	Tuition (in-state)	Description	Undergrad Enrollment
Marquette University	Milwaukee	Wisconsin	Four or more years	Private not-for-profit	Doctor's degree	Doctor's degree - research/scholarship and professional practice	No	No	No	No	City: Large	City	-87.927961	43.03903	"Doctoral Universities: Higher Research Activity, private not-for-profit"	"Four-year, large, highly residential"	large	Semester	No	Private not-for-profit;No;No;No	38470	#N/A	"Marquette University, a private Catholic, Jesuit school, is in walking distance of downtown Milwaukee, a city known for its restaurants, zoo and athletics. The Marquette Golden Eagles are members of the NCAA Division I Big East Conference and are especially competitive in basketball. The men's basketball team plays in the BMO Harris Bradley Center, which is also home to the NBA's Milwaukee Bucks. There is no varsity football team, but enthusiasts of the sport can play at the intramural level. Other sports options include coed club waterskiing and wakeboarding and intramural innertube water polo. Students have about 250 clubs and organizations to get involved in, and about 10 percent of the student body takes part in the Greek system, which includes more than 20 fraternities and sororities. To kick off each spring semester, the university holds the Winter Flurry, a week of games and activities that culminates in a semiformal dance known as Snowball. Freshmen and sophomores must live on campus, unless they reside locally with a family member or guardian. Lake Michigan is a mile from campus, and students can travel on Milwaukee County Transit System buses for free with a pass."	8334
University of Wisconsin Madison	Madison	Wisconsin	Four or more years	Public	Doctor's degree	Doctor's degree - research/scholarship and professional practice	No	No	No	No	City: Large	City	-89.404098	43.075409	"Doctoral Universities: Highest Research Activity, public/1 of 3"	"Four-year, large, primarily residential"	large	Semester	No	Public;No;No;No	32738	10488	"The University of Wisconsin--Madison lies along the southern shore of Lake Mendota in the city of Madison. The Wisconsin Badgers compete in more than 20 NCAA Division I sports and are part of the Big Ten Conference. Students can get involved in more than 800 organizations on campus. There is also an active Greek life and social scene on campus, evident in Wisconsin's reputation as one of the top party schools in the country. Freshmen are not required to live on campus, but many choose to do so. Students can opt to live in one of several residential communities where they learn and live with other students and faculty."	31662
University of Wisconsin Milwaukee	Milwaukee	Wisconsin	Four or more years	Public	Doctor's degree	Doctor's degree - research/scholarship and professional practice	No	No	No	No	City: Large	City	-87.880488	43.076848	"Doctoral Universities: Highest Research Activity, public/3 of 3"	"Four-year, large, primarily nonresidential"	large	Semester	No	Public;No;No;No	#N/A	#N/A	#N/A	#N/A
University of Wyoming	Laramie	Wyoming	Four or more years	Public	Doctor's degree	Doctor's degree - research/scholarship and professional practice	No	No	No	No	Town: Remote	Town	-105.57931	41.311773	"Doctoral Universities: Higher Research Activity, public/2 of 3"	"Four-year, large, primarily residential"	large	Semester	No	Public;No;No;No	16215	5055	"The University of Wyoming campus is situated between two mountain ranges in the southeast corner of the state, in the town of Laramie. The university, often abbreviated to UW, offers nearly 200 areas of study, including graduate programs in the fields of business, law, engineering and education. UW students can also earn academic credit by taking classes in the National Outdoor Leadership School (NOLS). Through this program, students can explore many interesting places and activities in courses such as Alaska Mountaineering, Himalaya Backpacking and Baja Sea Kayaking. On campus, students can get involved in more than 200 organizations and participate in events such as Battle of the Bands and UW's Got Talent. Student athletes can play for many teams at the intramural, club and varsity level. The Wyoming Cowboys and Cowgirls intercollegiate teams compete in the NCAA Division I Mountain West Conference. Notable UW alumni include Dick Cheney, former vice president of the United States."	10045
Stanford University	Stanford	California	Four or more years	Private not-for-profit	Doctor's degree	Doctor's degree - research/scholarship and professional practice	Yes	No	No	No	Suburb: Large	Suburb	-122.167359	37.429434	"Doctoral Universities: Highest Research Activity, private not-for-profit"	"Four-year, large, highly residential"	large	Quarter	No	Private not-for-profit;No;No;No	47940	#N/A	"Stanford University's pristine campus is located in California's Bay Area, about 30 miles from San Francisco. Stanford offers a wide range of student organizations, including the Stanford Pre-Business Association and Stanford Solar Car Project, which designs, builds and races a solar car every two years. The Stanford Cardinals are well known for the traditional ""Big Game"" against Cal, an annual football competition that awards the Stanford Axe--a sought-after trophy--to the victor. Stanford also has successful programs in tennis and golf. Only freshman are required to live on campus, but students are guaranteed housing for all four years and most choose to remain on campus. Greek life at Stanford represents approximately 10 percent of the student body."	6999
Purdue University Main Campus	West Lafayette	Indiana	Four or more years	Public	Doctor's degree	Doctor's degree - research/scholarship and professional practice	No	No	No	No	City: Small	City	-86.914435	40.428206	"Doctoral Universities: Highest Research Activity, public/1 of 3"	"Four-year, large, primarily residential"	large	Semester	No	Public;No;No;No	28804	10002	"Purdue University's West Lafayette, Indiana, campus is the main campus in the Purdue University system, which encompasses four other campuses throughout the state. Nearly 20 percent of students are affiliated with Greek life, and Purdue offers a wide range of activities and organizations. Performance groups include the ""All American"" Marching Band, four jazz bands and two symphony orchestras. The Boilermakers, Purdue's athletic teams, compete in the Division I Big Ten Conference and are well known for their dominant men's and women's basketball teams. The Boilermaker Special, Purdue's official mascot, is a railroad locomotive cared for and maintained by the student-run Purdue Reamer Club. Although no students are required to live in university housing, about one-third of undergraduates live on campus."	29497
Texas Health and Science University	Austin	Texas	Four or more years	Private for-profit	Doctor's degree	Doctor's degree - research/scholarship and professional practice	No	No	No	Not applicable	City: Large	City	-97.785289	30.233143	"Other health professions schools, private for-profit/2 of 2"	"Four-year, very small, primarily nonresidential"	small	Trimester	No	Private for-profit;No;No;No	#N/A	#N/A	#N/A	#N/A
Florida Gulf Coast University	Fort Myers	Florida	Four or more years	Public	Doctor's degree	Doctor's degree - research/scholarship and professional practice	No	No	No	No	Suburb: Large	Suburb	-81.7726	26.463638	"Masters Colleges and Universities (larger programs), public/1 of 5"	"Four-year, large, primarily residential"	large	Semester	No	Public;No;No;No	#N/A	#N/A	#N/A	#N/A
Louisiana State University Health Sciences Center Shreveport	Shreveport	Louisiana	Four or more years	Public	Doctor's degree	Doctor's degree - research/scholarship and professional practice	Yes	No	No	Not applicable	City: Midsize	City	-93.761018	32.480683	"Medical schools and medical centers, public"	"Four-year, very small, primarily nonresidential"	small	Semester	No	Public;No;No;No	#N/A	#N/A	#N/A	#N/A
Arizona State University Downtown Phoenix	Phoenix	Arizona	Four or more years	Public	Doctor's degree	Doctor's degree - research/scholarship and professional practice	Not applicable	No	No	No	City: Large	City	-112.07347	33.452914	"Doctoral Universities: Higher Research Activity, public/2 of 3"	"Four-year, large, primarily nonresidential"	large	Semester	No	Public;No;No;No	#N/A	#N/A	#N/A	#N/A
University of the West	Rosemead	California	Four or more years	Private not-for-profit	Doctor's degree	Doctor's degree - research/scholarship and professional practice	No	No	No	Yes	Suburb: Large	Suburb	-118.082964	34.045985	"Baccalaureate Colleges--Arts & Sciences, private not-for-profit/7 of 7"	"Four-year, very small, highly residential"	small	Semester	No	Private not-for-profit;No;No;No	#N/A	#N/A	#N/A	#N/A
The Chicago School of Professional Psychology at Los Angeles	Los Angeles	California	Four or more years	Private not-for-profit	Doctor's degree	Doctor's degree - research/scholarship and professional practice	Not applicable	No	No	No	City: Large	City	-118.257251	34.047958	"Other health professions schools, public or private not-for-profit/1 of 3"	"Four-year, very small, primarily nonresidential"	small	Semester	No	Private not-for-profit;No;No;No	#N/A	#N/A	#N/A	#N/A
